,newDesk,commentBody
6118,Editorial,"I think the issue here, is not so much that, Apu is a caricature, but that he is virtually the only prominent Indian-American on TV and he's a cartoon. As an Italian-American I think I know how it feels. Although it's changing, it's still true that most most overtly Italian characters are portrayed as loud happy people that like to eat, or gangsters. Sometimes they're cops."
6119,Editorial,"Pakistani have a large chunk of Caucasians too....many of their ancestors came from Central Asia, the Caucasus."
6120,National,"The essential element for clear thinking is the ability to describe your opponents argument in a way they would find both accurate and fair.<br/><br/>I'm waiting for NYT to do honest reporting on the NRA and the arguments underlying the Second Amendment.<br/><br/>Given the NYT's record so far, I'm betting I will wait a very long time indeed."
6121,Culture,"I don't know the Kanye song or Gershwin's ""The Man I Love"", but the first few notes sounded like Gershwin's Rhapsody in Blue before it veered into a different direction."
6122,Culture,"Did anyone else wonder if the slide Chuck plonked down was THE slide?  Of a fake one made up to match?<br/><br/>We've seen before on this show a scene in which something happens and it later turns out to have been a misdirection.  Later there is a flashback showing everything leading up to that action that shows the viewer what really happened.<br/><br/>It's a hallmark of this particular show--that's why I wasn't entirely convinced here.  But hopefully, I'm wrong.  <br/><br/>We saw that Chuck has his OWN fixer a la The New Halls or Hall.  He could have shown Mr. Aduba the slide and he could have gone out and copied it and the baggie for this purpose.  We learned he has extraordinary skills at breaking and entering and doing skullduggery.<br/><br/>BTW, is next week's ep title involving Dake worrisome to anybody?  Are the predictions of some posters coming true--that Chuck will manage to utterly bushwhack and corrupt Dake and his religious underpinnings with some sleazy (possibly sexual in nature) scheme?  Yikes.<br/><br/>I swear the more we see of Dake, and given the writers have signaled their appreciation of LA Confidential, the more Dake becomes Ed Exley."
6123,Culture,"Well, one thing they got exactly right was Chuck and Wendy's living room decor. (I have that same sofa!) The glass-front lawyer bookcase, the vaguely Chinoiserie etagere...all spot-on for their conservative, low-flash style, and their social class."
6124,Foreign,"It is past time to declare all-out war on the Taliban. They need to be hunted down and killed to the last man, along their families, support systems and tribes. And if Pakistan won't stop aiding and abetting them, they need to be cut off without a red cent of aid. These atrocities must be answered in kind and then some. Open season on the Taliban."
6125,Foreign,"Thomas Field:<br/><br/>""Open season on the Taliban?"" What do you think we've been doing there since 2001, teaching them to weave baskets?<br/><br/>Seventeen years and you still don't get it. Maybe you'd like to put your money where your mouth is and send your own sons and daughters to fight there. You can't have mine.<br/><br/>And if your sons or daughters went there I feel sorry for you and for them. I served 23 years and even I came to realize what a tremendous waste it is. That ""ah-ha!"" moment occurred while I was at Bagram Airfield, by the way.<br/><br/>That war CAN'T be won. Do you get it? Why hasn't seventeen years taught you that? For how long do you (and the Congress and the Clown) have to beat your head against the wall before you realize it hurts? Stop doing it!<br/><br/>Leave Afghanistan to the Afghans. They caused this mess when they gave aid and shelter to Osama bin Laden. He's dead, Afghanistan is in ruins (as it has been for many years), and we've lost enough of our sons and daughters there.<br/><br/>No more wars of choice, Thomas."
6126,Upshot,"this will be a good topic to raise with Joe Biden, if he intends to run for Prez.  Being from Delaware the 'Caymen Islands of the U.S."" for corporations (for a relativeley small fee), around the world and LLC's in America.  They are offered perfect secrecy from the 'public' including protection even from legitmate info:  like ""Who owns this?""  Joe Biden has been complicite in this scheme for decades.  As the U.S. Senator this would have been the most important part of his State's business, so of course he knew.  It is law designed to protect all matter of crime and graft and corruption and has no real benefit to a good economy or 'good' business.  "
6127,Upshot,"Yay, lawyers!<br/>If you want to complain about this, remember that the trial bar is largely woven into the Democratic Party. "
6128,Upshot,"Credit Reporting companies know every basic fact about us. Where are the LLC reporting companies...that let subscribers (aka, citizens, states, renters, buyers) know who they are dealing with, their past financial/ tax/ abandonment history. <br/><br/>Of course, the irony is those conservative voices from the 90s...âtake responsibilityâ , âzero toleranceâ - now hide their dealings, abandon upkeep and taxes...where is the mandatory minimum sentence for them?"
6129,Upshot,"3 things that would help lessen the disparity gap between landlords and tenants.<br/><br/>1) have a person on record that is LIABLE<br/><br/>2) just as there is a Tenant Blacklist in NY, we need a shady landlord list.  All public.  Court records, tenant testimony, etc.  <br/><br/>3) criminalize bad landlord behavior.  A slap on the wrist 1000.00$ fine doesnât do anything in a town where rents are 3,000-12,000 and up."
6130,Upshot,Then blessed are the poor.
6131,Upshot,You have to wonder how property in a city like Memphis can be worthless.  I'm sure there are several thousand Syrian refugees who would live to live there and buy them with sweat-equity.  <br/><br/>It's just a lack of imagination that makes them worthless.
